centrality_case_id,node_id,node_type,node_label,watchlist_flag,transaction_count,total_transaction_amount,max_rule_based_risk_score,max_anomaly_score_percentile,alert_count,ml_alert_count,suspicious_label_count,node_risk_score,node_risk_band,in_degree,out_degree,total_degree,degree_centrality,pagerank_score,graph_priority_score,recommended_action
CENTRALITY-000124,CUST000536,Customer,Sophia Wilson,0,8.0,205.03,100.0,98.93,8.0,2.0,8.0,100.0,Critical,0,2,2,0.000785,0.00025145,60.07,Review high-risk graph entity and connected transaction network.
CENTRALITY-000125,CUST000549,Customer,Maya Smith,0,12.0,975.63,93.0,96.14,12.0,5.0,12.0,100.0,Critical,0,2,2,0.000785,0.00025145,60.07,Review high-risk graph entity and connected transaction network.
CENTRALITY-000126,CUST000591,Customer,Ali Hall,0,16.0,7983.63,88.0,96.77,16.0,6.0,16.0,100.0,Critical,0,2,2,0.000785,0.00025145,60.07,Review high-risk graph entity and connected transaction network.
CENTRALITY-000127,CUST000617,Customer,Isabella Walker,0,12.0,438.84000000000003,100.0,96.21,12.0,1.0,8.0,100.0,Critical,0,2,2,0.000785,0.00025145,60.07,Review high-risk graph entity and connected transaction network.
CENTRALITY-000128,CUST000661,Customer,Aisha Ahmed,1,8.0,736.0300000000001,100.0,95.11,8.0,2.0,5.0,100.0,Critical,0,2,2,0.000785,0.00025145,60.07,Review high-risk graph entity and connected transaction network.
CENTRALITY-000129,CUST000741,Customer,Grace Wright,1,8.0,528.57,100.0,99.8,8.0,2.0,3.0,100.0,Critical,0,2,2,0.000785,0.00025145,60.07,Review high-risk graph entity and connected transaction network.
CENTRALITY-000130,CUST000814,Customer,Adam Brown,0,11.0,573.17,100.0,90.82,11.0,1.0,7.0,100.0,Critical,0,2,2,0.000785,0.00025145,60.07,Review high-risk graph entity and connected transaction network.
CENTRALITY-000131,CUST000910,Customer,Mia Brown,0,11.0,2325.33,87.0,98.89,11.0,5.0,11.0,100.0,Critical,0,2,2,0.000785,0.00025145,60.07,Review high-risk graph entity and connected transaction network.
CENTRALITY-000132,CUST000999,Customer,Daniel Robinson,0,11.0,4100.25,100.0,99.28,11.0,1.0,7.0,100.0,Critical,0,2,2,0.000785,0.00025145,60.07,Review high-risk graph entity and connected transaction network.
CENTRALITY-000133,CUST000033,Customer,Amelia Wright,0,19.0,1322.31,100.0,96.4,17.0,4.0,9.0,100.0,Critical,0,1,1,0.000392,0.00025145,60.06,Review high-risk graph entity and connected transaction network.
CENTRALITY-000134,CUST000042,Customer,Grace Green,0,14.0,6379.42,100.0,90.15,14.0,1.0,9.0,100.0,Critical,0,1,1,0.000392,0.00025145,60.06,Review high-risk graph entity and connected transaction network.
CENTRALITY-000135,CUST000119,Customer,Adam Hall,0,9.0,611.14,100.0,93.48,9.0,2.0,9.0,100.0,Critical,0,1,1,0.000392,0.00025145,60.06,Review high-risk graph entity and connected transaction network.
CENTRALITY-000136,CUST000137,Customer,Daniel Ahmed,1,10.0,2587.43,89.0,93.38,10.0,1.0,1.0,100.0,Critical,0,1,1,0.000392,0.00025145,60.06,Review high-risk graph entity and connected transaction network.
CENTRALITY-000137,CUST000291,Customer,Adam Patel,0,10.0,919.4,100.0,97.31,10.0,2.0,10.0,100.0,Critical,0,1,1,0.000392,0.00025145,60.06,Review high-risk graph entity and connected transaction network.
CENTRALITY-000138,CUST000333,Customer,Maya Green,0,8.0,4986.38,100.0,99.73,8.0,3.0,6.0,100.0,Critical,0,1,1,0.000392,0.00025145,60.06,Review high-risk graph entity and connected transaction network.
CENTRALITY-000139,CUST000375,Customer,Daniel Brown,0,17.0,10572.66,78.0,97.18,12.0,4.0,10.0,100.0,Critical,0,1,1,0.000392,0.00025145,60.06,Review high-risk graph entity and connected transaction network.
CENTRALITY-000140,CUST000386,Customer,Ali Miller,0,10.0,582.35,93.0,97.16,10.0,2.0,7.0,100.0,Critical,0,1,1,0.000392,0.00025145,60.06,Review high-risk graph entity and connected transaction network.
CENTRALITY-000141,CUST000390,Customer,Ethan Robinson,0,11.0,4131.31,100.0,99.68,7.0,5.0,6.0,100.0,Critical,0,1,1,0.000392,0.00025145,60.06,Review high-risk graph entity and connected transaction network.
CENTRALITY-000142,CUST000419,Customer,Sophia Thomas,0,16.0,6751.08,97.0,97.93,16.0,2.0,13.0,100.0,Critical,0,1,1,0.000392,0.00025145,60.06,Review high-risk graph entity and connected transaction network.
CENTRALITY-000143,CUST000486,Customer,Isabella Khan,0,15.0,822.26,93.0,97.63,15.0,5.0,13.0,100.0,Critical,0,1,1,0.000392,0.00025145,60.06,Review high-risk graph entity and connected transaction network.
CENTRALITY-000144,CUST000519,Customer,Oliver Thomas,0,8.0,4082.76,100.0,99.23,8.0,3.0,8.0,100.0,Critical,0,1,1,0.000392,0.00025145,60.06,Review high-risk graph entity and connected transaction network.
CENTRALITY-000145,CUST000534,Customer,Aisha Thomas,0,13.0,893.72,100.0,96.07,8.0,3.0,5.0,100.0,Critical,0,1,1,0.000392,0.00025145,60.06,Review high-risk graph entity and connected transaction network.
CENTRALITY-000146,CUST000725,Customer,Ethan Young,0,10.0,6111.12,77.0,99.66,10.0,6.0,7.0,100.0,Critical,0,1,1,0.000392,0.00025145,60.06,Review high-risk graph entity and connected transaction network.
CENTRALITY-000147,CUST000738,Customer,Muhammad Clarke,1,6.0,227.48,100.0,95.54,6.0,2.0,1.0,100.0,Critical,0,1,1,0.000392,0.00025145,60.06,Review high-risk graph entity and connected transaction network.
CENTRALITY-000148,CUST000754,Customer,Lucas Khan,0,13.0,2295.64,100.0,98.9,11.0,3.0,7.0,100.0,Critical,0,1,1,0.000392,0.00025145,60.06,Review high-risk graph entity and connected transaction network.
CENTRALITY-000149,CUST000755,Customer,Hannah Ahmed,0,16.0,633.11,100.0,98.79,11.0,4.0,9.0,100.0,Critical,0,1,1,0.000392,0.00025145,60.06,Review high-risk graph entity and connected transaction network.
CENTRALITY-000150,CUST000760,Customer,James Robinson,0,10.0,631.94,98.0,99.43,10.0,7.0,10.0,100.0,Critical,0,1,1,0.000392,0.00025145,60.06,Review high-risk graph entity and connected transaction network.
CENTRALITY-000151,CUST000830,Customer,Amelia Hall,0,17.0,1092.91,100.0,96.63,17.0,1.0,10.0,100.0,Critical,0,1,1,0.000392,0.00025145,60.06,Review high-risk graph entity and connected transaction network.
CENTRALITY-000152,CUST000862,Customer,Sophia Ali,0,7.0,324.25,100.0,99.49,7.0,4.0,7.0,100.0,Critical,0,1,1,0.000392,0.00025145,60.06,Review high-risk graph entity and connected transaction network.
CENTRALITY-000153,CUST000879,Customer,Fatima Hussain,0,14.0,4644.88,100.0,97.95,14.0,5.0,14.0,100.0,Critical,0,1,1,0.000392,0.00025145,60.06,Review high-risk graph entity and connected transaction network.
CENTRALITY-000154,CUST000069,Customer,Leo Wright,0,13.0,569.08,91.0,99.86,13.0,6.0,13.0,100.0,Critical,0,0,0,0.0,0.00025145,60.05,Review high-risk graph entity and connected transaction network.
CENTRALITY-000155,CUST000077,Customer,Noah Jones,1,13.0,861.3499999999999,100.0,97.24,13.0,4.0,2.0,100.0,Critical,0,0,0,0.0,0.00025145,60.05,Review high-risk graph entity and connected transaction network.
CENTRALITY-000156,CUST000101,Customer,Noah Walker,0,10.0,460.39,100.0,96.81,10.0,2.0,10.0,100.0,Critical,0,0,0,0.0,0.00025145,60.05,Review high-risk graph entity and connected transaction network.
CENTRALITY-000157,CUST000151,Customer,Ali Wilson,0,10.0,374.19,100.0,98.18,10.0,4.0,10.0,100.0,Critical,0,0,0,0.0,0.00025145,60.05,Review high-risk graph entity and connected transaction network.
CENTRALITY-000158,CUST000163,Customer,James Miller,0,10.0,679.51,98.0,99.72,10.0,4.0,10.0,100.0,Critical,0,0,0,0.0,0.00025145,60.05,Review high-risk graph entity and connected transaction network.
CENTRALITY-000159,CUST000185,Customer,Oliver Clarke,0,12.0,808.26,76.0,99.64,9.0,6.0,9.0,100.0,Critical,0,0,0,0.0,0.00025145,60.05,Review high-risk graph entity and connected transaction network.
CENTRALITY-000160,CUST000328,Customer,Adam Miller,0,11.0,5944.19,96.0,95.99,11.0,2.0,8.0,100.0,Critical,0,0,0,0.0,0.00025145,60.05,Review high-risk graph entity and connected transaction network.
CENTRALITY-000161,CUST000412,Customer,Oliver Green,1,14.0,8043.83,100.0,98.52,14.0,2.0,3.0,100.0,Critical,0,0,0,0.0,0.00025145,60.05,Review high-risk graph entity and connected transaction network.
CENTRALITY-000162,CUST000497,Customer,Grace Ahmed,0,14.0,2803.0699999999997,100.0,99.79,12.0,3.0,9.0,100.0,Critical,0,0,0,0.0,0.00025145,60.05,Review high-risk graph entity and connected transaction network.
CENTRALITY-000163,CUST000514,Customer,Leo Hall,1,11.0,4153.78,100.0,98.99,11.0,4.0,2.0,100.0,Critical,0,0,0,0.0,0.00025145,60.05,Review high-risk graph entity and connected transaction network.
CENTRALITY-000164,CUST000631,Customer,Lucas Wright,0,8.0,310.34,98.0,99.26,8.0,3.0,8.0,100.0,Critical,0,0,0,0.0,0.00025145,60.05,Review high-risk graph entity and connected transaction network.
CENTRALITY-000165,CUST000679,Customer,Hannah Taylor,1,13.0,336.67,100.0,99.11,13.0,6.0,7.0,100.0,Critical,0,0,0,0.0,0.00025145,60.05,Review high-risk graph entity and connected transaction network.
CENTRALITY-000166,CUST000860,Customer,Sophia Green,1,12.0,587.95,100.0,99.25,12.0,8.0,4.0,100.0,Critical,0,0,0,0.0,0.00025145,60.05,Review high-risk graph entity and connected transaction network.
CENTRALITY-000167,MER000011,Merchant,Money Transfer Merchant 011,0,31.0,5243.99,83.0,97.06,31.0,2.0,11.0,99.32,Critical,30,0,30,0.011769,0.00101451,60.03,Review high-risk graph entity and connected transaction network.
CENTRALITY-000168,CUST000889,Customer,Isabella Miller,0,8.0,1505.73,100.0,99.71,8.0,2.0,5.0,99.9,Critical,0,3,3,0.001177,0.00025145,60.01,Review high-risk graph entity and connected transaction network.
CENTRALITY-000169,ACC000246,Account,ACC000246,0,19.0,4490.63,93.0,94.93,12.0,3.0,5.0,99.58,Critical,4,19,23,0.009023,0.00028131,59.98,Review high-risk graph entity and connected transaction network.
CENTRALITY-000170,ACC000359,Account,ACC000359,0,9.0,681.25,85.0,98.43,9.0,5.0,6.0,99.7,Critical,2,11,13,0.0051,0.00025479,59.97,Review high-risk graph entity and connected transaction network.
CENTRALITY-000171,CUST000850,Customer,Mia Brown,0,18.0,913.83,77.0,97.62,18.0,4.0,17.0,99.82,Critical,0,4,4,0.001569,0.00025145,59.97,Review high-risk graph entity and connected transaction network.
CENTRALITY-000172,MER000237,Merchant,Fuel Merchant 237,0,44.0,9879.1,66.0,96.14,23.0,7.0,12.0,98.85,Critical,42,0,42,0.016477,0.00148505,59.94,Review high-risk graph entity and connected transaction network.
CENTRALITY-000173,ACC000203,Account,ACC000203,0,10.0,406.48,97.0,96.79,8.0,2.0,7.0,99.53,Critical,4,11,15,0.005885,0.00034236,59.9,Review high-risk graph entity and connected transaction network.
CENTRALITY-000174,CUST000322,Customer,Mia Ahmed,0,9.0,2110.6,92.0,97.91,9.0,1.0,9.0,99.67,Critical,0,3,3,0.001177,0.00025145,59.88,Review high-risk graph entity and connected transaction network.
CENTRALITY-000175,MER000200,Merchant,Cash Withdrawal Merchant 200,0,39.0,8556.789999999999,77.0,94.66,37.0,4.0,21.0,98.78,Critical,39,0,39,0.0153,0.00114624,59.8,Review high-risk graph entity and connected transaction network.
CENTRALITY-000176,MER000093,Merchant,Money Transfer Merchant 093,0,38.0,3674.96,98.0,84.74,38.0,0.0,12.0,98.76,Critical,38,0,38,0.014908,0.00117729,59.79,Review high-risk graph entity and connected transaction network.
CENTRALITY-000177,MER000032,Merchant,Travel Merchant 032,0,49.0,23225.37,70.0,99.51,12.0,6.0,8.0,98.33,Critical,49,0,49,0.019223,0.00192964,59.77,Review high-risk graph entity and connected transaction network.
CENTRALITY-000178,MER000023,Merchant,Restaurants Merchant 023,0,37.0,7859.9,63.0,99.36,18.0,7.0,10.0,98.63,Critical,36,0,36,0.014123,0.00097959,59.66,Review high-risk graph entity and connected transaction network.
CENTRALITY-000179,CUST000776,Customer,Mia Clarke,0,10.0,536.1,93.0,96.69,10.0,1.0,7.0,99.19,Critical,0,4,4,0.001569,0.00025145,59.6,Review high-risk graph entity and connected transaction network.
CENTRALITY-000180,MER000052,Merchant,Gambling Merchant 052,0,37.0,6867.820000000001,76.0,94.86,36.0,4.0,13.0,98.4,Critical,36,0,36,0.014123,0.00128116,59.58,Review high-risk graph entity and connected transaction network.
CENTRALITY-000181,CUST000285,Customer,Aisha Miller,0,8.0,7236.4800000000005,96.0,98.02,7.0,4.0,5.0,99.01,Critical,0,3,3,0.001177,0.00025145,59.48,Review high-risk graph entity and connected transaction network.
CENTRALITY-000182,CUST000050,Customer,Adam Wright,0,9.0,298.83,82.0,96.05,9.0,4.0,9.0,99.02,Critical,0,1,1,0.000392,0.00025145,59.47,Review high-risk graph entity and connected transaction network.
CENTRALITY-000183,CUST000044,Customer,Lucas Walker,0,6.0,8251.42,100.0,100.0,6.0,4.0,4.0,99.0,Critical,0,0,0,0.0,0.00025145,59.45,Review high-risk graph entity and connected transaction network.
CENTRALITY-000184,CUST000093,Customer,James Ahmed,0,14.0,1010.76,93.0,93.23,9.0,2.0,8.0,98.98,Critical,0,0,0,0.0,0.00025145,59.44,Review high-risk graph entity and connected transaction network.
CENTRALITY-000185,CUST000529,Customer,Fatima Ali,0,9.0,9040.179999999998,100.0,99.85,9.0,1.0,4.0,98.95,Critical,0,1,1,0.000392,0.00025145,59.43,Review high-risk graph entity and connected transaction network.
CENTRALITY-000186,ACC000251,Account,ACC000251,0,9.0,4098.69,100.0,99.28,8.0,2.0,4.0,98.75,Critical,3,8,11,0.004315,0.00033476,59.4,Review high-risk graph entity and connected transaction network.
CENTRALITY-000187,CUST000420,Customer,Daniel Jones,0,12.0,766.6600000000001,100.0,93.9,9.0,1.0,6.0,98.86,Critical,0,2,2,0.000785,0.00025145,59.38,Review high-risk graph entity and connected transaction network.
CENTRALITY-000188,MER000008,Merchant,Online Marketplace Merchant 008,0,43.0,12385.539999999999,68.0,99.31,14.0,7.0,7.0,97.86,Critical,42,0,42,0.016477,0.00145915,59.34,Review high-risk graph entity and connected transaction network.
CENTRALITY-000189,MER000077,Merchant,Cash Withdrawal Merchant 077,0,31.0,1302.72,79.0,99.21,31.0,2.0,16.0,98.27,Critical,31,0,31,0.012162,0.00066112,59.34,Review high-risk graph entity and connected transaction network.
CENTRALITY-000190,MER000224,Merchant,Crypto Exchange Merchant 224,0,35.0,14851.67,76.0,97.58,34.0,3.0,17.0,97.85,Critical,35,0,35,0.013731,0.00171461,59.33,Review high-risk graph entity and connected transaction network.
CENTRALITY-000191,ACC001089,Account,ACC001089,0,16.0,2725.61,91.0,92.93,10.0,2.0,7.0,98.48,Critical,2,16,18,0.007062,0.00035872,59.3,Review high-risk graph entity and connected transaction network.
CENTRALITY-000192,CUST000484,Customer,Noah Wright,0,12.0,4448.59,86.0,95.53,12.0,3.0,7.0,98.64,Critical,0,2,2,0.000785,0.00025145,59.25,Review high-risk graph entity and connected transaction network.
CENTRALITY-000193,ACC000576,Account,ACC000576,0,12.0,808.2,80.0,99.3,11.0,3.0,8.0,98.26,Critical,3,13,16,0.006277,0.00033114,59.15,Review high-risk graph entity and connected transaction network.
CENTRALITY-000194,CUST000380,Customer,Adam Hussain,0,18.0,3230.7,88.0,99.41,11.0,4.0,3.0,98.39,Critical,0,0,0,0.0,0.00025145,59.08,Review high-risk graph entity and connected transaction network.
CENTRALITY-000195,MER000120,Merchant,Online Marketplace Merchant 120,0,46.0,2445.2400000000002,83.0,99.11,13.0,3.0,6.0,97.54,Critical,45,0,45,0.017654,0.00095836,59.07,Review high-risk graph entity and connected transaction network.
CENTRALITY-000196,MER000090,Merchant,Travel Merchant 090,0,42.0,12708.33,73.0,97.62,16.0,5.0,8.0,97.52,Critical,42,0,42,0.016477,0.00114988,59.07,Review high-risk graph entity and connected transaction network.
CENTRALITY-000197,ACC000401,Account,ACC000401,0,11.0,576.28,93.0,90.8,10.0,1.0,8.0,98.13,Critical,3,12,15,0.005885,0.00029568,59.05,Review high-risk graph entity and connected transaction network.
CENTRALITY-000198,ACC001022,Account,ACC001022,0,8.0,321.98,100.0,98.69,7.0,2.0,5.0,98.04,Critical,4,10,14,0.005492,0.00047771,59.03,Review high-risk graph entity and connected transaction network.
CENTRALITY-000199,MER000168,Merchant,Luxury Goods Merchant 168,0,44.0,6788.589999999999,77.0,99.24,41.0,2.0,15.0,97.38,Critical,44,0,44,0.017262,0.00121414,59.02,Review high-risk graph entity and connected transaction network.
CENTRALITY-000200,MER000140,Merchant,Cash Withdrawal Merchant 140,0,33.0,3217.3399999999997,77.0,95.43,33.0,3.0,19.0,97.55,Critical,33,0,33,0.012946,0.00108404,59.01,Review high-risk graph entity and connected transaction network.
CENTRALITY-000201,CUST000072,Customer,Leo Ahmed,0,12.0,808.2,80.0,99.3,11.0,3.0,8.0,98.26,Critical,0,1,1,0.000392,0.00025145,59.01,Review high-risk graph entity and connected transaction network.
CENTRALITY-000202,CUST000976,Customer,Muhammad Young,0,11.0,4963.299999999999,75.0,99.67,10.0,5.0,7.0,98.13,Critical,0,2,2,0.000785,0.00025145,58.94,Review high-risk graph entity and connected transaction network.
CENTRALITY-000203,MER000037,Merchant,Luxury Goods Merchant 037,0,36.0,7850.5,77.0,99.09,35.0,2.0,15.0,97.33,Critical,36,0,36,0.014123,0.00097081,58.87,Review high-risk graph entity and connected transaction network.
CENTRALITY-000204,CUST000012,Customer,Maya Walker,0,11.0,2718.42,100.0,92.91,11.0,1.0,4.0,98.02,Critical,0,0,0,0.0,0.00025145,58.86,Review high-risk graph entity and connected transaction network.
CENTRALITY-000205,MER000121,Merchant,Luxury Goods Merchant 121,0,47.0,7801.86,79.0,99.59,46.0,1.0,15.0,96.91,Critical,47,0,47,0.018439,0.00159106,58.83,Review high-risk graph entity and connected transaction network.
CENTRALITY-000206,CUST000306,Customer,Noah Ali,0,13.0,825.6,81.0,95.19,13.0,2.0,13.0,97.77,Critical,0,0,0,0.0,0.00025145,58.71,Review high-risk graph entity and connected transaction network.
CENTRALITY-000207,MER000152,Merchant,Luxury Goods Merchant 152,0,40.0,6899.7300000000005,75.0,96.09,38.0,3.0,14.0,96.88,Critical,40,0,40,0.015692,0.00124249,58.69,Review high-risk graph entity and connected transaction network.
CENTRALITY-000208,CUST000713,Customer,Ali Clarke,0,11.0,720.32,93.0,98.01,11.0,1.0,5.0,97.65,Critical,0,2,2,0.000785,0.00025145,58.66,Review high-risk graph entity and connected transaction network.
CENTRALITY-000209,MER000203,Merchant,Groceries Merchant 203,0,30.0,6274.57,83.0,98.49,10.0,2.0,7.0,96.82,Critical,30,0,30,0.011769,0.00130078,58.59,Review high-risk graph entity and connected transaction network.
CENTRALITY-000210,MER000136,Merchant,Money Transfer Merchant 136,0,38.0,2920.98,76.0,98.59,37.0,2.0,12.0,96.71,Critical,36,0,36,0.014123,0.00128348,58.57,Review high-risk graph entity and connected transaction network.
CENTRALITY-000211,CUST000757,Customer,Lucas Clarke,0,12.0,418.82,100.0,96.85,8.0,1.0,5.0,97.4,Critical,0,2,2,0.000785,0.00025145,58.51,Review high-risk graph entity and connected transaction network.
CENTRALITY-000212,CUST000993,Customer,Aisha Thomas,0,9.0,358.86,81.0,99.88,9.0,5.0,5.0,97.41,Critical,0,1,1,0.000392,0.00025145,58.5,Review high-risk graph entity and connected transaction network.
CENTRALITY-000213,CUST000032,Customer,Amelia Brown,0,9.0,1589.96,100.0,95.49,6.0,4.0,4.0,97.42,Critical,0,0,0,0.0,0.00025145,58.5,Review high-risk graph entity and connected transaction network.
CENTRALITY-000214,ACC001299,Account,ACC001299,0,12.0,904.55,92.0,88.01,11.0,0.0,11.0,97.2,Critical,2,12,14,0.005492,0.00028365,58.49,Review high-risk graph entity and connected transaction network.
